domain,vertical,region,company,batch,stratum,n_article_urls,best_path,qualified,error,crawls
winmo.com,software_saas,us,List Partners,inc.com_api_i5list,inc.com_api_i5list,165,blog.,True,,
masglobalconsulting.com,services_other,us,"MAS Global Consulting,",inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
wearerosie.com,services_other,us,We Are Rosie,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
slvrb.com,services_other,us,Silverback Development,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lendingworks.co.uk,fintech_insurance,uk,Lending Works,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,353,blog/,True,,
lifecastvr.com,services_other,us,Lifecast,yc_directory,yc_directory,0,,False,,
heliumhealth.com,health,us,Helium Health,yc_directory,yc_directory,22,blog/,False,,
credibleinc.com,software_saas,us,Credible Behavioral Health,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
intrustfunding.com,fintech_insurance,us,Intrust Funding,inc.com_api_i5list,inc.com_api_i5list,16,blog/,False,,
excitemedical.com,health,us,Excite Medical,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
moonvalley.com,software_saas,us,Moonvalley,yc_directory,yc_directory,0,,False,,
tipjoy.com,fintech_insurance,us,Tipjoy,yc_directory,yc_directory,0,,False,,
harnesscode.com,ecommerce_retail,eu,Harness Code,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
bluvium.com,services_other,us,Bluvium,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tailormadecompounding.com,health,us,Tailor Made Compounding,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
invertersrus.com,ecommerce_retail,us,Inverters R US,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
bik.ai,software_saas,us,BIK,yc_directory,yc_directory,3,blog.,False,,
needwant.com,ecommerce_retail,us,Need/Want,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
redriver.team,services_other,us,Red River,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
ironsideig.com,fintech_insurance,us,Ironside Insurance Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sawyermfg.com,services_other,us,Sawyer Manufacturing Company,inc.com_api_i5list,inc.com_api_i5list,6,blog/,False,,
spate.nyc,software_saas,us,SPATE,yc_directory,yc_directory,0,,False,,
productside.com,edtech,us,Productside,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
justrytfoods.com,ecommerce_retail,us,Just Ryt Foods,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
liveplusultra.com,ecommerce_retail,us,Zimba & PLUS ULTRA,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
finary.com,fintech_insurance,eu,Finary.com,yc_directory,yc_directory,50,blog/,True,,
getsomatic.com,services_other,us,SOMATIC,yc_directory,yc_directory,0,,False,,
professionaltransition.com,health,us,Professional Transition Strategies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
directshifts.com,health,us,DirectShifts,yc_directory,yc_directory,0,,False,,
prolific.com,software_saas,eu,Prolific,yc_directory,yc_directory,0,,False,,
pawtree.com,ecommerce_retail,us,pawTree,inc.com_api_i5list,inc.com_api_i5list,171,blog/,True,,
pureaircontrols.com,services_other,us,Pure Air Control Services,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
in-unison.com,ecommerce_retail,us,UNISON,yc_directory,yc_directory,0,,False,,
avocor.com,ecommerce_retail,us,Avocor,inc.com_api_i5list,inc.com_api_i5list,93,blog/,True,,
blue.cloud,services_other,us,BlueCloud,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
dreambigchildren.com,health,us,Dream Big Children's Center,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
futureplaygames.com,software_saas,eu,Futureplay,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
langstonconstr.com,services_other,us,Langston Construction Co. of Piedmont,inc.com_api_i5list,inc.com_api_i5list,99,blog/,True,,
enterprise-knowledge.com,services_other,us,Enterprise Knowledge,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
dockstreettrading.com,services_other,us,Dock Street Trading,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lefcon.net,services_other,us,LEFCON,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
econtractors.com,services_other,us,E Contractors USA,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
qualialife.com,health,us,Qualia Life Sciences,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
akshaya-inc.com,software_saas,us,Akshaya,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
dbconstructiongrp.com,services_other,us,D&B Construction,inc.com_api_i5list,inc.com_api_i5list,28,blog/,True,,
solutionsenvironmental.com,services_other,us,Atlantic Environmental Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
litigationservices.com,services_other,us,LITIGATION SERVICES,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
city-ventures.com,services_other,us,City Ventures,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
leveragesoft.com,services_other,us,Leverage Technologies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lionhomeservice.com,services_other,us,JMP Heat,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
splendies.com,ecommerce_retail,us,Splendies,inc.com_api_i5list,inc.com_api_i5list,159,blog/,True,,
autosavvy.com,ecommerce_retail,us,Autosavvy,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
waftssolutions.com,services_other,us,Wafts Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
spirehc.com,health,us,Spire,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
contractexteriors.com,services_other,us,Contract Exteriors,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
kalogistics.com,services_other,us,KA Logistics,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
reverb.com,ecommerce_retail,us,Reverb.com,inc.com_api_i5list,inc.com_api_i5list,232,blog/,True,,
lcptracker.com,software_saas,us,LCPtracker,inc.com_api_i5list,inc.com_api_i5list,136,blog/,True,,
tdktech.com,services_other,us,TDK Technologies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
usassetsinc.com,services_other,us,US Assets,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
capture.so,software_saas,us,Capture,yc_directory,yc_directory,0,,False,,
teamncw.com,services_other,us,NCW,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
agencyanalytics.com,software_saas,other,AgencyAnalytics,g2.com_wayback,g2.com_wayback,256,blog/,True,,
ensemblesolutionsgroup.com,services_other,us,Ensemble Solutions Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
microblink.com,software_saas,eu,Microblink,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,60,blog/,True,,
centurygroup.net,services_other,us,Century Solutions Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
enjoywishlist.com,software_saas,us,Wishlist Rewards,inc.com_api_i5list,inc.com_api_i5list,184,blog.,True,,
thefirmadv.com,services_other,us,The Firm Advisors,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
erpglobalinc.com,services_other,us,ERP Global,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
vidcode.com,edtech,us,Vidcode,yc_directory,yc_directory,0,,False,,
innovandco.net,services_other,eu,innov and co handicap,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,19,blog/,False,,
veritycommercial.com,services_other,us,Verity Commercial,inc.com_api_i5list,inc.com_api_i5list,13,blog/,False,,
grover.com,ecommerce_retail,eu,Grover Group,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,57,blog/,True,,
freightright.com,services_other,us,Freight Right Global Logistics,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
wayup.com,services_other,us,WayUp,yc_directory,yc_directory,2,blog/,False,,
oneilstreeservice.com,services_other,us,ONeils,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
discuss.io,software_saas,us,Discuss.io,inc.com_api_i5list,inc.com_api_i5list,75,blog/,True,,
pioneer-aero.com,ecommerce_retail,us,Pioneer Aero Supply,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
leguano.us,ecommerce_retail,eu,leguano,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
reclaimprotocol.org,software_saas,us,Reclaim Protocol,yc_directory,yc_directory,0,,False,,
clientsavvy.com,software_saas,us,Client Savvy,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
pepperfoster.com,services_other,us,Pepper Foster Consulting,inc.com_api_i5list,inc.com_api_i5list,11,blog/,False,,
clear.co,fintech_insurance,us,Clearco,inc.com_api_i5list,inc.com_api_i5list,273,blog/,True,,
hearingandbraincenters.com,health,us,Absolute Hearing Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
yellowtelescope.com,services_other,us,YellowTelescope,inc.com_api_i5list,inc.com_api_i5list,27,blog/,True,,
bountii.com,services_other,us,Bountii,yc_directory,yc_directory,0,,False,,
monet.com.co,fintech_insurance,us,Monet,yc_directory,yc_directory,0,,False,,
hawsgoodwin.com,fintech_insurance,us,HawsGoodwin Wealth,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
premierhsllc.com,fintech_insurance,us,Premier Health Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
weberfps.com,health,us,Weber Facial Plastic Surgery,inc.com_api_i5list,inc.com_api_i5list,82,blog/,True,,
gensuite.com,software_saas,us,Gensuite,inc.com_api_i5list,inc.com_api_i5list,2,blog/,False,,
coviu.com,health,us,Coviu,g2.com_wayback,g2.com_wayback,104,blog/,True,,
raspberrypi.com,ecommerce_retail,uk,Raspberry Pi,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
simplesolarllc.com,services_other,us,Simple Solar,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
laserwiresolutions.com,services_other,uk,Laser Wire Solutions,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
jaymorrisonacademy.com,edtech,us,Jay Morrison Academy,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
e78partners.com,services_other,us,E78 Partners,inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
vuram.com,services_other,us,Vuram,inc.com_api_i5list,inc.com_api_i5list,74,blog/,True,,
jennarationboutique.com,ecommerce_retail,us,Jennaration Boutique,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
weareaccord.com,services_other,us,Accord Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
wibond.co,fintech_insurance,us,Wibond,yc_directory,yc_directory,0,,False,,
nationalfoodgroup.com,ecommerce_retail,us,National Food Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
appliedframeworks.com,software_saas,us,Applied Frameworks,inc.com_api_i5list,inc.com_api_i5list,127,blog/,True,,
aerobiotix.com,health,us,Aerobiotix,inc.com_api_i5list,inc.com_api_i5list,2,blog/,False,,
doctible.com,health,us,Doctible,inc.com_api_i5list,inc.com_api_i5list,37,blog/,True,,
jenfi.com,fintech_insurance,us,Jenfi,yc_directory,yc_directory,36,blog/,True,,
withflint.com,health,us,Flint,yc_directory,yc_directory,1,blog/,False,,
mountainshowcase.com,ecommerce_retail,us,Mountain Showcase Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tomoguides.com,services_other,us,TomoGuides,yc_directory,yc_directory,0,,False,,
envistaforensics.com,services_other,us,Envista Forensics,inc.com_api_i5list,inc.com_api_i5list,74,blog/,True,,
inspireinvesting.com,fintech_insurance,us,Inspire Investing,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
treinta.co,software_saas,us,Treinta,yc_directory,yc_directory,25,blog/,True,,
gamebytes.io,ecommerce_retail,us,Gamebytes,yc_directory,yc_directory,0,,False,,
kingsview.com,fintech_insurance,us,Kingsview Partners,inc.com_api_i5list,inc.com_api_i5list,305,blog.,True,,
studiothree.com,health,us,Studio Three,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
tickpick.com,ecommerce_retail,us,TickPick,inc.com_api_i5list,inc.com_api_i5list,330,blog/,True,,
vivarailings.com,services_other,us,Viva Railings,inc.com_api_i5list,inc.com_api_i5list,2,blog/,False,,
aisupervision.com,software_saas,eu,AiSupervision,yc_directory,yc_directory,0,,False,,
cive.com,services_other,us,CIVE,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
itmcx.com,services_other,us,IT Management,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
rct.ai,software_saas,us,rct AI,yc_directory,yc_directory,1,blog/,False,,
usefriz.com,devtools,us,Friz,yc_directory,yc_directory,44,blog.,True,,
paxfg.com,fintech_insurance,us,PAX Financial Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
readyamerica.com,ecommerce_retail,us,Ready America,inc.com_api_i5list,inc.com_api_i5list,30,blog/,True,,
conquestmaps.com,ecommerce_retail,us,Conquest Maps,inc.com_api_i5list,inc.com_api_i5list,138,blog/,True,,
izertis.com,services_other,eu,Izertis,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
bathmakeoverar.com,services_other,us,Bath Makeover of Arkansas,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
inspiranzadesigns.com,ecommerce_retail,us,Inspiranza Designs,inc.com_api_i5list,inc.com_api_i5list,117,blog/,True,,
theindigoroad.com,services_other,us,The Indigo Road Hospitality Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
issquaredinc.com,services_other,us,ISSQUARED,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
reedssprayfoam.com,services_other,us,Reeds Sprayfoam Insulation,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lasso.io,software_saas,us,Lasso,inc.com_api_i5list,inc.com_api_i5list,163,blog/,True,,
ulabsystems.com,health,us,uLab Systems,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
codecademy.com,edtech,us,Codecademy,yc_directory,yc_directory,103,blog/,True,,
opiniion.com,software_saas,us,Opiniion,inc.com_api_i5list,inc.com_api_i5list,101,blog/,True,,
uswired.com,services_other,us,USWired,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
superb-ai.com,software_saas,us,Superb AI,yc_directory,yc_directory,68,blog/,True,,
doylegroup-it.com,services_other,us,The Doyle Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
livefeather.com,ecommerce_retail,us,Feather,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
endla.com,software_saas,us,Endla,yc_directory,yc_directory,9,blog/,False,,
beyondtrust.com,software_saas,us,BeyondTrust,inc.com_api_i5list,inc.com_api_i5list,376,blog/,True,,
guardianlit.com,services_other,us,"Guardian Litigation Group, LLP",inc.com_api_i5list,inc.com_api_i5list,66,blog/,True,,
koresoftware.com,software_saas,us,KORE Interactive Systems (USA),inc.com_api_i5list,inc.com_api_i5list,179,blog.,True,,
workramp.com,software_saas,us,WorkRamp,inc.com_api_i5list,inc.com_api_i5list,179,blog/,True,,
forceofnatureclean.com,ecommerce_retail,us,Force of Nature,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
threadable.com,software_saas,us,Threadable,yc_directory,yc_directory,10,blog.,False,,
cargas.com,software_saas,us,Cargas Systems,inc.com_api_i5list,inc.com_api_i5list,297,blog/,True,,
alcova.com,fintech_insurance,us,ALCOVA Mortgage,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
sellvia.com,ecommerce_retail,us,Sellvia,inc.com_api_i5list,inc.com_api_i5list,227,blog/,True,,
standard-freight.com,services_other,us,Standard Freight,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
inventorysource.com,software_saas,us,Inventory Source,inc.com_api_i5list,inc.com_api_i5list,136,blog/,True,,
iconusinc.com,services_other,us,Icon Building Supplies,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
hirebolt.com,services_other,eu,Hirebolt,yc_directory,yc_directory,0,,False,,
binti.com,software_saas,us,Binti,inc.com_api_i5list,inc.com_api_i5list,163,blog/,True,,
sentant.net,services_other,us,Sentant,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
safe4u.se,services_other,eu,safe4u,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,6,blog/,False,,
chemplastinc.com,services_other,us,Chemplast,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lcvista.com,software_saas,us,LCvista,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
fearless.tech,services_other,us,Fearless,inc.com_api_i5list,inc.com_api_i5list,213,blog/,True,,
everydoorrealestate.com,services_other,us,Top Pod,inc.com_api_i5list,inc.com_api_i5list,270,blog/,True,,
goldengatebpo.com,services_other,us,Golden Gate BPO Solutions,inc.com_api_i5list,inc.com_api_i5list,96,blog/,True,,
strongdm.com,software_saas,,strongDM,g2.com_wayback,g2.com_wayback,189,blog/,True,,
topspeedgolf.com,edtech,us,Top Speed Golf,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
trynovel.com,fintech_insurance,us,Novel,yc_directory,yc_directory,0,,False,,
betterlivingva.com,services_other,us,Native American Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
coreform.com,software_saas,us,Coreform,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
accountingseed.com,software_saas,us,Accounting Seed,inc.com_api_i5list,inc.com_api_i5list,312,blog/,True,,
esserrepharma.com,health,eu,Esserre Pharma,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
getsymple.com,services_other,us,Symple,yc_directory,yc_directory,15,blog/,False,,
thecamelexpress.com,services_other,us,Camel Express Car Wash,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
paveai.com,software_saas,us,Pave,yc_directory,yc_directory,0,,False,,
weilos.com,health,us,Weilos,yc_directory,yc_directory,0,,False,,
freightpop.com,software_saas,us,FreightPOP,inc.com_api_i5list,inc.com_api_i5list,148,blog.,True,,
shipgerman.com,ecommerce_retail,eu,Ship it,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
reemployability.com,fintech_insurance,us,ReEmployAbility,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
clicklearn.com,software_saas,eu,ClickLearn,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
weareher.com,software_saas,us,HER,yc_directory,yc_directory,2,resources/,False,,
chetu.com,services_other,us,Chetu,inc.com_api_i5list,inc.com_api_i5list,260,blog/,True,,
avatier.com,software_saas,us,Avatier Identity Anywhere,g2.com_wayback,g2.com_wayback,340,blog/,True,,
mfssolutions.com,ecommerce_retail,us,MFS Supply,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
koddi.com,software_saas,us,Koddi,inc.com_api_i5list,inc.com_api_i5list,3,blog/,False,,
startclosing.com,services_other,us,Start Closing,yc_directory,yc_directory,0,,False,,
leasepath.com,fintech_insurance,us,Leasepath,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
mystrodriver.com,software_saas,us,Mystro,yc_directory,yc_directory,0,,False,,
peoplesuite.com,services_other,us,PeopleSuite Talent Solutions,inc.com_api_i5list,inc.com_api_i5list,63,blog/,True,,
stripe.com,fintech_insurance,us,Stripe Billing,g2.com_wayback,g2.com_wayback,131,blog/,True,,
iso-recruiting-consultants.com,services_other,eu,ISO Recruiting Consultants,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
starkbank.com,fintech_insurance,us,STARK BANK,yc_directory,yc_directory,20,blog.,False,,
visionary-optics.com,health,us,Visionary Optics,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
virool.com,software_saas,us,Virool,yc_directory,yc_directory,221,blog/,True,,
elearningbrothers.com,edtech,us,eLearning Brothers,inc.com_api_i5list,inc.com_api_i5list,340,blog/,True,,
ulsonline.net,services_other,us,Universal Language Service,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
boldrimpact.com,services_other,us,Boldr,inc.com_api_i5list,inc.com_api_i5list,122,blog/,True,,
analysisprime.com,services_other,us,Analysis Prime,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
smarterfinanceusa.com,fintech_insurance,us,Smarter Equipment Finance,inc.com_api_i5list,inc.com_api_i5list,171,blog/,True,,
electricteam.com,services_other,us,"Magic Valley Electric/Magic Electric, Plumbing, Heating + Air",inc.com_api_i5list,inc.com_api_i5list,17,blog/,False,,
edyn.com,services_other,us,Edyn,yc_directory,yc_directory,0,,False,,
rallyup.com,software_saas,us,RallyUp,inc.com_api_i5list,inc.com_api_i5list,78,blog/,True,,
marcumllp.com,services_other,us,Marcum LLP,inc.com_api_i5list,inc.com_api_i5list,211,blog/,True,,
biomatrixsprx.com,health,us,Biomatrix Holdings,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
alphacoreinc.com,services_other,us,Alphacore,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
zesttorganics.com,ecommerce_retail,us,zestt organics,inc.com_api_i5list,inc.com_api_i5list,104,blog/,True,,
globalfoodsolutions.co,ecommerce_retail,us,Global Food Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
glenholme.careers,health,uk,Glenholme Healthcare Group,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,0,,False,,
lodestarss.com,software_saas,us,LodeStar Software Solutions,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
scrimba.com,edtech,eu,Scrimba,yc_directory,yc_directory,362,blog.,True,,
signoz.io,devtools,us,SigNoz,yc_directory,yc_directory,131,blog/,True,,
legalist.com,fintech_insurance,us,Legalist,yc_directory,yc_directory,3,resources/,False,,
skio.com,software_saas,us,Skio,yc_directory,yc_directory,7,blog/,False,,
trajectdata.com,software_saas,,Cyfe,g2.com_wayback,g2.com_wayback,2,blog/,False,,
prolinkstaffing.com,health,us,ProLink Staffing,inc.com_api_i5list,inc.com_api_i5list,201,blog/,True,,
brownfoxlaw.com,services_other,us,Brown Fox,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
upside.com,fintech_insurance,us,Upside Services,inc.com_api_i5list,inc.com_api_i5list,140,blog/,True,,
stompinggroundphoto.com,services_other,us,Stomping Ground Photography,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
allyon.com,services_other,us,Allyon,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
mentorcollective.org,edtech,us,Mentor Collective,inc.com_api_i5list,inc.com_api_i5list,192,blog.,True,,
factorypure.com,ecommerce_retail,us,FactoryPure,inc.com_api_i5list,inc.com_api_i5list,2,blog.,False,,
esurgeries.com,health,us,Esurgeries,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
livingsecurity.com,software_saas,us,Living Security,inc.com_api_i5list,inc.com_api_i5list,223,blog/,True,,
dizzion.com,software_saas,us,Dizzion,inc.com_api_i5list,inc.com_api_i5list,68,resources/,True,,
boalogistics.com,services_other,us,BOA Logistics,inc.com_api_i5list,inc.com_api_i5list,398,blog/,True,,
unosquare.com,services_other,us,Unosquare,inc.com_api_i5list,inc.com_api_i5list,113,blog.,True,,
cocowallet.app,fintech_insurance,us,Coco Wallet,yc_directory,yc_directory,0,,False,,
alpinesolves.com,services_other,us,Alpine Solutions Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
embroker.com,fintech_insurance,us,Embroker,inc.com_api_i5list,inc.com_api_i5list,279,blog/,True,,
origen.com,health,us,OriGen Biomedical,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
wewatch-security.com,services_other,eu,WeWATCH Security Service,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,0,,False,,
exteriormedics.com,services_other,us,Exterior Medics,inc.com_api_i5list,inc.com_api_i5list,149,blog/,True,,
teamoutsider.com,services_other,us,Team Outsider,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
boostr.com,software_saas,us,Boostr,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
raincitycapital.com,fintech_insurance,us,Rain City Capital,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
buildwithproactive.com,services_other,us,Proactive Controls Group,inc.com_api_i5list,inc.com_api_i5list,38,blog.,True,,
communityforce.com,software_saas,us,CommunityForce,inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
boggbag.com,ecommerce_retail,us,Bogg Bag,inc.com_api_i5list,inc.com_api_i5list,10,blog/,False,,
rpmmoves.com,services_other,us,RPM,inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
amcbridge.com,services_other,us,AMC Bridge,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
vectorsinc.com,ecommerce_retail,us,Vectors,inc.com_api_i5list,inc.com_api_i5list,76,blog/,True,,
teamiblends.com,ecommerce_retail,us,Teami Blends,inc.com_api_i5list,inc.com_api_i5list,261,blog/,True,,
stepworks.com,health,us,Stepworks Recovery Centers,inc.com_api_i5list,inc.com_api_i5list,18,blog/,False,,
orangetheory.com,health,us,Orangetheory Fitness,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
daily.co,devtools,us,Daily,yc_directory,yc_directory,232,blog/,True,,
boom.us,services_other,us,ECG/boom! Mobile,inc.com_api_i5list,inc.com_api_i5list,5,blog/,False,,
gobble.com,ecommerce_retail,us,Gobble,yc_directory,yc_directory,121,blog/,True,,
affinitydm.com,health,us,Affinity Dental Management,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
oharaoutdoors.com,services_other,us,"O'Hara Outdoors, Inc.",inc.com_api_i5list,inc.com_api_i5list,0,,False,,
mightykidz.com,services_other,us,MightyKidz Child Care,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
fueltalent.com,services_other,us,Fuel Talent,inc.com_api_i5list,inc.com_api_i5list,6,blog/,False,,
blacktiemoving.com,services_other,us,Black Tie Moving,inc.com_api_i5list,inc.com_api_i5list,173,blog/,True,,
acelainc.com,services_other,us,ACELA,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
moradauno.com.mx,fintech_insurance,us,Morada Uno,yc_directory,yc_directory,0,,False,,
dabba.com,services_other,us,"Wifi Dabba, Inc.",yc_directory,yc_directory,0,,False,,
designpickle.com,services_other,us,Design Pickle,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
niraenergy.com,software_saas,us,Nira Energy,yc_directory,yc_directory,0,,False,,
sosbty.com,ecommerce_retail,us,SOS Beauty,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
soapbox.co,ecommerce_retail,us,Soapbox,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
dmgnola.com,services_other,us,Design Management Group,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
capway.com,fintech_insurance,us,CapWay,yc_directory,yc_directory,0,,False,,
aligneddentalpartners.com,services_other,us,Aligned Dental,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
westerntimberframe.com,ecommerce_retail,us,Western Timber Frame,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
healthcareitleaders.com,health,us,Healthcare IT Leaders,inc.com_api_i5list,inc.com_api_i5list,271,blog/,True,,
dogtownmedia.com,services_other,us,Dogtown Media,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
lattebabyandchild.com,ecommerce_retail,eu,Latte Bebe',ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,0,,False,,
9gauge.com,services_other,us,9Gauge Partners,inc.com_api_i5list,inc.com_api_i5list,1,blog/,False,,
theohmstore.co,ecommerce_retail,us,The Ohm Store,inc.com_api_i5list,inc.com_api_i5list,73,blog/,True,,
freshfactory.id,services_other,us,Fresh Factory,yc_directory,yc_directory,0,,False,,
northgatevehiclehire.co.uk,services_other,uk,GAP Vehicle Hire,ft1000_wayback:20230425220624,ft1000_wayback:20230425220624,150,blog/,True,,
mindsharecollaborative.com,services_other,us,Mindshare Collaborative,inc.com_api_i5list,inc.com_api_i5list,0,,False,,
trycoast.com,devtools,us,Coast,yc_directory,yc_directory,0,,False,,
pollground.com,services_other,us,Pollground,yc_directory,yc_directory,0,,False,,
